id,label
1,0.8728457689285278
10,0.01120239682495594
100,0.34943443536758423
1000,0.9174295663833618
10000,0.9315527081489563
10001,0.021191852167248726
10002,0.14754538238048553
10003,0.9745941758155823
10004,0.23169618844985962
10005,0.005505486857146025
10006,0.15187519788742065
10007,0.02858497016131878
10008,0.014542738907039165
10009,0.06954747438430786
1001,0.6384677290916443
10010,0.9817399978637695
10011,0.7706849575042725
10012,0.04982132837176323
10013,0.46678030490875244
10014,0.04846830666065216
10015,0.7829539775848389
10016,0.44492751359939575
10017,0.00953066535294056
10018,0.11089865118265152
10019,0.0037816616240888834
1002,0.7104202508926392
10020,0.008612273260951042
10021,0.04529843479394913
10022,0.9195258617401123
10023,0.9528613090515137
10024,0.9177795648574829
10025,0.36886927485466003
10026,0.9063905477523804
10027,0.9918392300605774
10028,0.010836322791874409
10029,0.9287974834442139
1003,0.5870460271835327
10030,0.9992188215255737
10031,0.05030389130115509
10032,0.015678785741329193
10033,0.35650596022605896
10034,0.9885241389274597
10035,0.20117630064487457
10036,0.9984069466590881
10037,0.0771605372428894
10038,0.5743643641471863
10039,0.9611338376998901
1004,0.9689130783081055
10040,0.7077094912528992
10041,0.8567844033241272
10042,0.853701651096344
10043,0.700258195400238
10044,0.028970591723918915
10045,0.9010199904441833
10046,0.37174558639526367
10047,0.9869791269302368
10048,0.9429729580879211
10049,0.08600422739982605
1005,0.01336253248155117
10050,0.017550751566886902
10051,0.0191265270113945
10052,0.038041941821575165
10053,0.38560599088668823
10054,0.01832008734345436
10055,0.06812242418527603
10056,0.8803711533546448
10057,0.8993725776672363
10058,0.41421812772750854
10059,0.4530007839202881
1006,0.9716330170631409
10060,0.9756217002868652
10061,0.019881270825862885
10062,0.05076402798295021
10063,0.9442726969718933
10064,0.8840460777282715
10065,0.6288758516311646
10066,0.6440895199775696
10067,0.4095548391342163
10068,0.057438500225543976
10069,0.02819925919175148
1007,0.9738535284996033
10070,0.12272647768259048
10071,0.01990244910120964
10072,0.4123593866825104
10073,0.7157945036888123
10074,0.016122324392199516
10075,0.16310560703277588
10076,0.36825239658355713
10077,0.0747082456946373
10078,0.8492832779884338
10079,0.010238121263682842
1008,0.07579920440912247
10080,0.8915649652481079
10081,0.21984991431236267
10082,0.08651816844940186
10083,0.07925224304199219
10084,0.9959102869033813
10085,0.9904587268829346
10086,0.9931948184967041
10087,0.9955992698669434
10088,0.004041127860546112
10089,0.013616819866001606
1009,0.9054555892944336
10090,0.6762871146202087
10091,0.726233959197998
10092,0.9858931303024292
10093,0.02856302633881569
10094,0.9618404507637024
10095,0.006809272337704897
10096,0.5759317278862
10097,0.9464807510375977
10098,0.9836500287055969
10099,0.8697139620780945
101,0.08345494419336319
1010,0.4366782307624817
10100,0.6745937466621399
10101,0.9154099225997925
10102,0.7746399641036987
10103,0.04938746616244316
10104,0.9984349608421326
10105,0.17096185684204102
10106,0.3157660961151123
10107,0.06698603183031082
10108,0.808445394039154
10109,0.01674766279757023
1011,0.17637471854686737
10110,0.9877383708953857
10111,0.06068671867251396
10112,0.21520060300827026
10113,0.9666789770126343
10114,0.15967866778373718
10115,0.009412839077413082
10116,0.9887959957122803
10117,0.04546729847788811
10118,0.08859284967184067
10119,0.22350680828094482
1012,0.9182993173599243
10120,0.06082957610487938
10121,0.003712829202413559
10122,0.12445816397666931
10123,0.6829784512519836
